Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Luis A. Reyes","CHC",0.0384,0.0595,0,6.45372,1,0,0,0,1,4.854,1.1054,0.76,0.71708,0.160667,0.8306,,0.0516,0.6271,5.6439,7.4754,0.754996,1.446,0.129192,0.171117,-0.04192419350147247,0.278312,1.936,0.29671,0.687291,0.403038,,6.64755,-0.0272196,-0.0493049,999,,,,"sa3019049"
"Seth Johnson","PHI",0.9946,1.2956,0.5136,5.04498,13.62,1.62,0,0.5731,21.101,93.618,21.7927,12.6153,11.8282,3.44884,9.6488,,0.8239,16.391,6.99109,4.11541,1.69876,1.471,0.175084,0.103066,0.07201820611953735,0.262104,1.49005,0.289767,0.707403,0.390194,,5.22662,-0.0272207,-0.0868895,999,,,,"26020"
"Fraynel Nova","KCR",0.0352,0.0713,0.0112,6.91245,0.7056,0.0626,0,0,1,4.908,1.2054,0.8129,0.76805,0.158889,0.7984,,0.0466,0.477,4.293,7.1856,0.597445,1.43,0.0971883,0.162673,-0.0654849261045456,0.296677,2.0038,0.305362,0.668536,0.420657,,6.81304,-0.0272626,-0.0439442,999,,,,"sa3019696"
"Victor Pena","KCR",0.0382,0.0597,0,6.42105,1,0,0,0,1,4.936,1.0991,0.7576,0.71345,0.147889,0.9215,,0.0491,0.6172,5.5548,8.2935,0.669778,1.331,0.125041,0.18669,-0.06164911389350891,0.277173,2.0206,0.297225,0.696422,0.411,,6.76644,-0.0272862,-0.0476438,999,,,,"sa3017015"
"Jhonny Felix",,0.0365,0.0658,0.0055,6.62679,0.8524,0.0314,0,0,1,4.886,1.133,0.7797,0.73631,0.165222,0.8209,,0.0568,0.5878,5.2902,7.3881,0.716043,1.487,0.120303,0.168011,-0.047707729041576385,0.282663,1.9539,0.297295,0.681648,0.405985,,6.77187,-0.0273458,-0.0476438,999,,,,"sa3017641"
"Alejandro Méndez","BAL",0.0394,0.0585,0,6.37884,1,0,0,0,1,4.878,1.1134,0.7536,0.70876,0.152778,0.8383,,0.0602,0.5957,5.3613,7.5447,0.710605,1.375,0.12212,0.171853,-0.04973349720239639,0.279784,1.9517,0.297312,0.68943,0.430424,,6.65669,-0.0274429,-0.0510627,999,,,,"sa3011785"
"Orlando Gil",,0.0343,0.0779,0.0197,6.69222,0.5176,0.1026,0,0,1,4.877,1.1457,0.7874,0.74358,0.168667,0.806,,0.0522,0.5746,5.1714,7.254,0.712903,1.518,0.117818,0.165266,-0.04744719713926315,0.285085,1.9517,0.298282,0.678668,0.409997,,6.78455,-0.0274846,-0.0476438,999,,,,"sa3008707"
"Will Stevens","TBR",0.0372,0.0606,0,6.37047,1,0,0,0,1,4.88,1.1054,0.7526,0.70783,0.148556,0.8548,,0.0537,0.6159,5.5431,7.6932,0.720519,1.337,0.126209,0.175164,-0.04895491898059845,0.278333,1.9602,0.298357,0.689182,0.431532,,6.5914,-0.0277042,-0.0525029,999,,,,"sa3023001"
"Rayner Urbaez","TEX",0.0375,0.0603,0,6.64479,1,0,0,0,1,4.902,1.1178,0.7811,0.73831,0.165333,0.8537,,0.0541,0.6161,5.5449,7.6833,0.721682,1.488,0.125683,0.174153,-0.04847000539302826,0.279856,1.9715,0.296463,0.684125,0.39501,,6.80701,-0.0277307,-0.0476438,999,,,,"sa3018880"
"Aldo Leija",,0.0341,0.0784,0.0201,6.71985,0.5053,0.1053,0,0,1,4.856,1.1577,0.7897,0.74665,0.176111,0.7675,,0.0511,0.5506,4.9554,6.9075,0.717394,1.585,0.113385,0.158052,-0.04466639459133148,0.286744,1.9252,0.296491,0.676439,0.398981,,6.81052,-0.0277593,-0.0476342,999,,,,"sa3018330"
"Henry Martinez","SDP",0.0364,0.0717,0.0136,6.65199,0.6562,0.0732,0,0,1,4.844,1.1332,0.7817,0.73911,0.177556,0.7951,,0.0491,0.5808,5.2272,7.1559,0.730474,1.598,0.119901,0.164141,-0.04424029588699341,0.283314,1.9283,0.294821,0.682613,0.397308,,6.8457,-0.0277904,-0.0501366,999,,,,"sa3020963"
"Skylar Szynski",,0.0373,0.0606,0,6.72336,1,0,0,0,1,4.88,1.1614,0.7899,0.74704,0.171556,0.7838,,0.0563,0.545,4.905,7.0542,0.69533,1.544,0.11168,0.160615,-0.04893442988395691,0.287482,1.9452,0.297846,0.677586,0.398002,,6.827,-0.0279495,-0.0476438,999,,,,"sa917964"
"Jorge Martinez",,0.0375,0.0604,0,6.64893,1,0,0,0,1,4.926,1.1199,0.7829,0.73877,0.158222,0.8878,,0.0513,0.6058,5.4522,7.9902,0.682361,1.424,0.12298,0.180227,-0.057247258722782135,0.280895,2.0077,0.298391,0.685706,0.413996,,6.82907,-0.0279721,-0.0476438,999,,,,"sa3016472"
"Branden Noriega","CHC",0.0389,0.059,0,6.31584,1,0,0,0,1,4.919,1.0543,0.7445,0.70176,0.149222,0.9399,,0.0587,0.6916,6.2244,8.4591,0.735823,1.343,0.140598,0.191075,-0.05047772824764252,0.268927,1.9942,0.293897,0.699999,0.391402,,6.71897,-0.0280196,-0.0493049,999,,,,"sa3020867"
"Cristian Jimenez",,0.0375,0.0604,0,6.64794,1,0,0,0,1,4.931,1.1391,0.7842,0.73866,0.153222,0.8817,,0.0521,0.563,5.067,7.9353,0.638539,1.379,0.114176,0.178808,-0.06463190168142319,0.284974,2.0208,0.300483,0.684608,0.435004,,6.83377,-0.0280235,-0.0476438,999,,,,"sa3017614"
"Callum Wallace","LAD",0.0396,0.0583,0,6.78618,1,0,0,0,1,4.902,1.1391,0.7971,0.75402,0.181,0.833,,0.0576,0.5922,5.3298,7.497,0.710924,1.629,0.120808,0.169931,-0.049122802913188934,0.283966,1.9721,0.295874,0.683656,0.402824,,7.00688,-0.0283118,-0.0485511,999,,,,"sa3019579"
"Michael Limoncelli",,0.0373,0.0606,0,6.72669,1,0,0,0,1,4.912,1.1165,0.7893,0.74741,0.170556,0.8552,,0.0578,0.6286,5.6574,7.6968,0.735033,1.535,0.127972,0.174104,-0.0461319237947464,0.279195,1.9717,0.295622,0.682316,0.380002,,6.8655,-0.0283707,-0.0476438,999,,,,"sa3015096"
"Redinson Gomez","COL",0.0374,0.0605,0,6.68214,1,0,0,0,1,4.9,1.1397,0.7861,0.74246,0.166222,0.8348,,0.0521,0.5548,4.9932,7.5132,0.66459,1.496,0.113224,0.170367,-0.05714286118745804,0.283995,1.9745,0.295703,0.682287,0.406001,,6.87847,-0.0285125,-0.0476438,999,,,,"sa3016612"
"Miguel Pozo",,0.0379,0.06,0,6.50718,1,0,0,0,1,4.975,1.101,0.768,0.72302,0.145,0.9629,,0.0512,0.6068,5.4612,8.6661,0.63018,1.305,0.12197,0.193548,-0.07157788425683975,0.277967,2.0639,0.297903,0.696383,0.420002,,6.88018,-0.0285312,-0.0476438,999,,,,"sa3016581"
"Jaison Brete","DET",0.0361,0.0672,0.0073,6.74406,0.8211,0.0381,0,0,1,4.912,1.1471,0.7935,0.74934,0.165444,0.8475,,0.0481,0.5583,5.0247,7.6275,0.658761,1.489,0.11366,0.172537,-0.058876216411590576,0.285604,1.9946,0.298135,0.681291,0.412992,,6.88746,-0.0286108,-0.0476438,999,,,,"sa3016771"
"Enrique Coronel",,0.0354,0.0697,0.0095,6.78384,0.7576,0.0516,0,0,1,4.894,1.1512,0.7969,0.75376,0.172889,0.8171,,0.0493,0.562,5.058,7.3539,0.687798,1.556,0.114834,0.16696,-0.052125051617622375,0.285828,1.9683,0.297114,0.678579,0.397001,,6.88924,-0.0286303,-0.0476438,999,,,,"sa3019739"
"Geralmi Santana","NYY",0.0379,0.06,0,6.70527,1,0,0,0,1,4.943,1.1325,0.7893,0.74503,0.173444,0.8694,,0.0508,0.5848,5.2632,7.8246,0.672648,1.561,0.118309,0.175885,-0.05757637321949005,0.28152,2.0019,0.293778,0.689339,0.412679,,7.01226,-0.0287262,-0.0494322,999,,,,"sa3016462"
"Tyler Kennedy","PIT",0.0357,0.0621,0,6.8553,1,0,0,0,1,5.005,1.1075,0.8054,0.7617,0.150778,0.9716,,0.0629,0.6496,5.8464,8.7444,0.668588,1.357,0.12979,0.194126,-0.0643356591463089,0.278932,2.0791,0.301793,0.681848,0.401115,,6.93089,-0.0287755,-0.0445542,999,,,,"sa3023042"
"Adilson Peralta","PHI",0.0379,0.06,0,6.85269,1,0,0,0,1,4.946,1.1321,0.8064,0.76141,0.167333,0.9122,,0.0514,0.5459,4.9131,8.2098,0.598443,1.506,0.110372,0.184432,-0.07405983656644821,0.284276,2.0443,0.295111,0.68391,0.422647,,7.14081,-0.0287926,-0.045936,999,,,,"sa3018816"
"Julio Zapata","CLE",0.0351,0.0715,0.0119,6.74163,0.7056,0.0626,0,0,1,4.914,1.1636,0.7947,0.74907,0.160889,0.8335,,0.057,0.5121,4.6089,7.5015,0.614397,1.448,0.104212,0.169617,-0.0654049813747406,0.289201,1.9971,0.299271,0.678611,0.435015,,6.90534,-0.0288063,-0.0476438,999,,,,"sa3018364"
"Weskendry Espinoza","KCR",0.0369,0.0609,0,7.00425,1,0,0,0,1,4.97,1.186,0.8232,0.77825,0.154222,0.8771,,0.0542,0.5047,4.5423,7.8939,0.575419,1.388,0.101549,0.176479,-0.07492958009243011,0.293659,2.0631,0.30528,0.671236,0.419252,,6.95587,-0.028824,-0.0439442,999,,,,"sa3016046"
"Nick Merkel","MIL",0.8996,0.9619,0,4.31345,19,0,0,0.5826,19,82.394,18.7018,9.8232,9.10617,2.51856,7.4188,,0.9369,16.4171,7.77652,3.51417,2.21291,1.193,0.199251,0.0900405,0.10921063274145126,0.252596,1.37477,0.293693,0.721296,0.434913,,4.48091,-0.0288397,-0.00641078,999,,,,"sa3019962"
"Eric Adler","CHW",1.1277,1.4191,0,4.37272,26,0,0,0.5825,26,114.892,24.4258,13.6478,12.6323,3.18644,14.1325,,1.1321,24.5386,8.49413,4.89202,1.73632,1.103,0.21358,0.123007,0.09057289361953735,0.245172,1.48301,0.295392,0.730572,0.446411,,4.63342,-0.0289343,-0.0448449,999,,,,"sa3020592"
"Alexander Johnson","CIN",0.0359,0.062,0,7.35048,1,0,0,0,1,4.995,1.1542,0.8591,0.81672,0.200667,0.9163,,0.0521,0.6452,5.8068,8.2467,0.704136,1.806,0.129169,0.183443,-0.05427426099777222,0.286644,2.0705,0.299784,0.676924,0.384118,,7.38995,-0.0289592,-0.0411574,999,,,,"sa3015278"
"Davidxon Lara","LAA",0.0371,0.0608,0,6.75999,1,0,0,0,1,4.936,1.1565,0.7964,0.75111,0.159222,0.8661,,0.0518,0.5304,4.7736,7.7949,0.6124,1.433,0.107455,0.175466,-0.06801054626703262,0.287823,2.0226,0.29962,0.68134,0.427992,,6.92927,-0.0290678,-0.0476438,999,,,,"sa3022127"
"Lisander De La Cruz",,0.0359,0.067,0.0069,6.77133,0.8285,0.0365,0,0,1,4.949,1.138,0.7975,0.75237,0.158111,0.8993,,0.052,0.5729,5.1561,8.0937,0.637051,1.423,0.115761,0.181713,-0.06595271825790405,0.284664,2.0373,0.299964,0.68273,0.426002,,6.93002,-0.0290761,-0.0476438,999,,,,"sa3015361"
"Jack O'Loughlin","COL",1.143,1.4039,0,4.81998,26,0,0,0.5438,26,114.336,28.5165,14.9223,13.9244,3.82778,9.2627,,1.1877,20.3797,7.05451,3.20632,2.20019,1.325,0.178244,0.081013,0.09723097085952759,0.274499,1.45305,0.309856,0.705018,0.432167,,4.71851,-0.0291308,0.0514014,999,,,,"22690"
"Logan Workman","TBR",0.5589,0.6167,0,4.27631,12,0,0,0.6692,12,50.955,11.8312,6.0916,5.70175,1.82,3.4021,,0.4931,10.3133,7.73497,2.55158,3.03145,1.365,0.2024,0.0667668,0.13563339412212372,0.251408,1.26944,0.286636,0.720653,0.361241,,4.39306,-0.0291396,-0.00891777,999,,,,"sa3017313"
"Eduardo Soriano","MIN",0.0323,0.0802,0.0175,6.92802,0.5053,0.1053,0,0,1,4.911,1.1911,0.8143,0.76978,0.170222,0.7948,,0.052,0.5035,4.5315,7.1532,0.633493,1.532,0.102525,0.161841,-0.05931582301855087,0.293071,1.9859,0.301101,0.670409,0.416991,,6.91277,-0.0291849,-0.0491901,999,,,,"sa3017278"
"Khristian Guevara","CIN",0.0312,0.0791,0.0107,7.3386,0.5877,0.0877,0,0,1,4.976,1.2351,0.8601,0.8154,0.196333,0.8277,,0.0505,0.4695,4.2255,7.4493,0.567235,1.767,0.0943529,0.166338,-0.07198552787303925,0.301406,2.0628,0.302674,0.672676,0.411975,,7.41441,-0.0292107,-0.0411574,999,,,,"sa3019122"
"Luis Tejeda","COL",0.0353,0.0691,0.0082,6.83451,0.7831,0.0461,0,0,1,4.907,1.1824,0.8041,0.75939,0.168667,0.8012,,0.0561,0.4923,4.4307,7.2108,0.614453,1.518,0.100326,0.163277,-0.06295087933540344,0.291972,1.9836,0.299148,0.674977,0.421005,,6.94645,-0.0292555,-0.0476438,999,,,,"sa3019176"
"Frederic Garcia",,0.0372,0.0607,0,6.73848,1,0,0,0,1,4.975,1.112,0.7937,0.74872,0.153889,0.9517,,0.0513,0.6145,5.5305,8.5653,0.645687,1.385,0.123518,0.191296,-0.06777888536453247,0.27996,2.0637,0.299072,0.687134,0.422009,,6.94704,-0.0292619,-0.0476438,999,,,,"sa3006575"
"Arlison Rodriguez",,0.0349,0.0746,0.0163,6.71643,0.6092,0.0832,0,0,1,4.909,1.1732,0.7902,0.74627,0.166444,0.8152,,0.0474,0.485,4.365,7.3368,0.594946,1.498,0.0987981,0.166062,-0.06726419180631638,0.289937,1.9884,0.296545,0.682588,0.402992,,6.94806,-0.0292731,-0.0476438,999,,,,"sa3018823"
"Jesus Valdez",,0.037,0.0609,0,6.80481,1,0,0,0,1,4.943,1.1629,0.8014,0.75609,0.159556,0.8678,,0.053,0.5239,4.7151,7.8102,0.603711,1.436,0.105988,0.175561,-0.06957313418388367,0.28912,2.0307,0.300516,0.680178,0.428989,,6.9553,-0.0293522,-0.0476438,999,,,,"sa3015474"
"Angel Camacho","PIT",0.0362,0.0684,0.0099,6.65307,0.7708,0.0488,0,0,1,4.956,1.1188,0.783,0.73923,0.158444,0.9157,,0.0501,0.5826,5.2434,8.2413,0.636235,1.426,0.117554,0.184766,-0.06721146404743195,0.280387,2.0345,0.295571,0.690415,0.397997,,6.95846,-0.0293866,-0.0476438,999,,,,"sa3022175"
"Claudio Galva",,0.0342,0.0739,0.013,6.86502,0.6562,0.0732,0,0,1,4.897,1.1733,0.8064,0.76278,0.175667,0.7967,,0.0519,0.5151,4.6359,7.1703,0.646542,1.581,0.105187,0.162691,-0.05750459432601929,0.289818,1.97,0.297124,0.674916,0.404004,,6.96575,-0.0294564,-0.0476342,999,,,,"sa3016274"
"Kyle Brnovich","BAL",1.0285,1.029,0,4.21542,21,0,0,0.6422,21,90.4,20.6249,10.607,9.83598,2.75333,7.558,,1.0506,18.2183,7.80784,3.23914,2.41047,1.18,0.20153,0.0836062,0.11792366951704025,0.252165,1.34204,0.293845,0.722449,0.423423,,4.36565,-0.0296224,-0.052244,999,,,,"sa3014923"
"Victor Cabreja","PIT",0.0359,0.062,0,6.78708,1,0,0,0,1,4.993,1.154,0.7986,0.75412,0.149667,0.9288,,0.0476,0.5102,4.5918,8.3592,0.549311,1.347,0.102183,0.18602,-0.0838373601436615,0.287308,2.0828,0.2992,0.68554,0.405132,,7.02095,-0.0297581,-0.0445542,999,,,,"sa3018342"
"Brayan Cabello","SFG",0.0369,0.061,0,6.81759,1,0,0,0,1,4.968,1.1538,0.8033,0.75751,0.155667,0.9024,,0.0553,0.5347,4.8123,8.1216,0.592531,1.401,0.107629,0.181643,-0.07401369512081146,0.287709,2.0562,0.300649,0.681566,0.43501,,6.99385,-0.029773,-0.0476438,999,,,,"sa3018304"
"Shawndrick Oduber","KCR",0.0367,0.0612,0,7.08093,1,0,0,0,1,5.003,1.169,0.8314,0.78677,0.154556,0.9269,,0.0529,0.5353,4.8177,8.3421,0.577516,1.391,0.106996,0.185269,-0.07827303558588028,0.290565,2.0959,0.304332,0.672777,0.41127,,7.0445,-0.029791,-0.0439442,999,,,,"sa3021483"
"Guillermo Arvizu",,0.0374,0.0605,0,6.6753,1,0,0,0,1,5,1.117,0.7865,0.7417,0.149778,0.97,,0.0514,0.5806,5.2254,8.73,0.598557,1.348,0.11612,0.194,-0.07788000255823135,0.280752,2.087,0.29777,0.692746,0.412988,,7.01659,-0.0300212,-0.0476438,999,,,,"sa3019117"
"Po-Yu Chen","PIT",0.3563,0.4274,0,4.62621,8,0,0,0.5866,8,34.95,8.5685,4.4222,4.11219,1.07556,2.7021,,0.4456,5.6506,6.35693,3.03986,2.09119,1.21,0.161677,0.0773133,0.08436337113380432,0.26943,1.40882,0.298808,0.701334,0.431207,,4.68199,-0.0301116,0.0311138,999,,,,"sa3014699"
"Eliecer Bata","PHI",0.035,0.0711,0.0092,7.07202,0.7221,0.0591,0,0,1,4.893,1.1828,0.8287,0.78578,0.194333,0.7926,,0.0484,0.4718,4.2462,7.1334,0.595256,1.749,0.0964235,0.161987,-0.06556303799152374,0.291905,1.9754,0.291939,0.673209,0.391174,,7.27221,-0.0302054,-0.0459455,999,,,,"sa3019254"
"Alexander Beltre",,0.0373,0.0606,0,6.71544,1,0,0,0,1,4.988,1.1282,0.7905,0.74616,0.154222,0.9439,,0.0509,0.5592,5.0328,8.4951,0.592436,1.388,0.112109,0.189234,-0.07712510228157043,0.28253,2.0721,0.296965,0.690447,0.405985,,7.03737,-0.0302478,-0.0476438,999,,,,"sa3015444"
"Yenfri Sosa","KCR",0.0372,0.0607,0,6.91956,1,0,0,0,1,5.058,1.1363,0.8141,0.76884,0.140222,1.0238,,0.0511,0.5621,5.0589,9.2142,0.549033,1.262,0.111131,0.202412,-0.09128114581108093,0.28528,2.1601,0.30361,0.68541,0.413658,,7.08987,-0.0302756,-0.0439345,999,,,,"sa3017823"
"Dariel Francia","PIT",0.0347,0.0709,0.0095,6.8895,0.7419,0.0549,0,0,1,4.958,1.1341,0.8096,0.7655,0.167222,0.9036,,0.0512,0.5778,5.2002,8.1324,0.639442,1.505,0.116539,0.182251,-0.06571198254823685,0.283298,2.0377,0.296754,0.68092,0.405988,,7.04917,-0.0303765,-0.0476438,999,,,,"sa3021526"
"Miguel Olivares",,0.0369,0.061,0,6.82983,1,0,0,0,1,4.993,1.1269,0.8044,0.75887,0.154556,0.9541,,0.0552,0.5772,5.1948,8.5869,0.604968,1.391,0.115602,0.191088,-0.07548569142818451,0.282878,2.081,0.299004,0.684643,0.427995,,7.0492,-0.0303769,-0.0476438,999,,,,"sa3018813"
"Luis Gomez",,0.0366,0.0613,0,6.92784,1,0,0,0,1,4.953,1.1772,0.8148,0.76976,0.165222,0.8641,,0.0494,0.5022,4.5198,7.7769,0.581183,1.487,0.101393,0.17446,-0.0730668231844902,0.291422,2.0413,0.300105,0.677628,0.421006,,7.05047,-0.0303907,-0.0476438,999,,,,"sa3006376"
"Edwar Chirinos",,0.0341,0.0769,0.0178,6.76161,0.558,0.094,0,0,1,4.987,1.1499,0.7973,0.75129,0.152,0.9311,,0.0508,0.5184,4.6656,8.3799,0.556761,1.368,0.10395,0.186705,-0.08275516331195831,0.287109,2.081,0.299247,0.687132,0.431014,,7.05138,-0.0304006,-0.0476438,999,,,,"sa3018842"
"Anel Cabrera","LAA",0.036,0.0618,0,7.14105,1,0,0,0,1,5.008,1.1683,0.8387,0.79345,0.172667,0.9341,,0.0519,0.5533,4.9797,8.4069,0.592335,1.554,0.110483,0.186522,-0.07603832334280014,0.290477,2.1024,0.30207,0.679165,0.423014,,7.26255,-0.0304107,-0.0465699,999,,,,"sa3021033"
"Gerardo Abrego",,0.0335,0.0756,0.0136,6.9534,0.6248,0.0798,0,0,1,4.946,1.1589,0.8168,0.7726,0.170778,0.8659,,0.0526,0.5445,4.9005,7.7931,0.628825,1.537,0.110089,0.175071,-0.06498180329799652,0.287747,2.0248,0.298326,0.676481,0.408994,,7.05309,-0.0304193,-0.0476438,999,,,,"sa3016741"
"Alexis Torres","PIT",0.0326,0.0721,0.0077,7.07499,0.7708,0.0488,0,0,1,4.994,1.1762,0.831,0.78611,0.159556,0.9066,,0.0529,0.515,4.635,8.1594,0.568056,1.436,0.103124,0.181538,-0.07841410487890244,0.291536,2.0828,0.302578,0.67322,0.415558,,7.0892,-0.0305018,-0.0445542,999,,,,"sa3019375"
"Luis De La Cruz","MIA",0.0367,0.0611,0,6.86907,1,0,0,0,1,5,1.1274,0.8086,0.76323,0.155222,0.9618,,0.0544,0.5858,5.2722,8.6562,0.609066,1.397,0.11716,0.19236,-0.07519999891519547,0.282996,2.0892,0.299798,0.684122,0.425007,,7.06137,-0.0305095,-0.0476438,999,,,,"sa3020981"
"Doimil Perez","WSN",0.0351,0.0627,0,6.93333,1,0,0,0,1,4.958,1.1352,0.8141,0.77037,0.168778,0.9095,,0.055,0.54,4.86,8.1855,0.593733,1.519,0.108915,0.183441,-0.07452601194381714,0.284262,2.0447,0.294217,0.680487,0.40061,,7.17409,-0.0305565,-0.0468715,999,,,,"sa3017104"
"Kenyi Perez","CHC",0.0378,0.0601,0,6.61734,1,0,0,0,1,5.015,1.0246,0.7792,0.73526,0.146111,1.0656,,0.072,0.7658,6.8922,9.5904,0.718656,1.315,0.152702,0.212483,-0.05978067219257355,0.264249,2.0902,0.296237,0.695253,0.405058,,6.94712,-0.0305586,-0.0492955,999,,,,"sa3016008"
"Eddy Peralta","TEX",0.0368,0.0611,0,6.85566,1,0,0,0,1,5.02,1.0966,0.8064,0.76174,0.154111,1.0033,,0.0609,0.6476,5.8284,9.0297,0.64547,1.387,0.129004,0.199861,-0.07085655629634857,0.277213,2.0999,0.298815,0.686518,0.413997,,7.06732,-0.0305745,-0.0476438,999,,,,"sa3021757"
"Joneiker Arellano","CIN",0.0286,0.0831,0.0086,7.65081,0.5415,0.0975,0,0,1,4.959,1.254,0.8935,0.85009,0.220444,0.7826,,0.0497,0.4902,4.4118,7.0434,0.626374,1.984,0.0988506,0.157814,-0.05896349251270294,0.303875,2.0366,0.302558,0.661525,0.398045,,7.54876,-0.0305898,-0.0411574,999,,,,"sa3018831"
"Alvaro Gamez","TBR",0.0337,0.0784,0.0189,6.76809,0.5242,0.1012,0,0,1,4.983,1.1809,0.7996,0.75201,0.148556,0.901,,0.0542,0.4447,4.0023,8.109,0.493563,1.337,0.0892434,0.180815,-0.09157135337591171,0.293187,2.0819,0.300577,0.684287,0.452005,,7.0739,-0.0306462,-0.0476438,999,,,,"sa3018854"
"Joangel Gonzalez","ARI",0.0347,0.0696,0.008,6.9813,0.7831,0.0461,0,0,1,4.965,1.1651,0.8204,0.7757,0.167444,0.882,,0.053,0.5336,4.8024,7.938,0.604989,1.507,0.107472,0.177644,-0.07017120718955994,0.289107,2.0471,0.29969,0.676734,0.415007,,7.08106,-0.0307241,-0.0476438,999,,,,"sa3022242"
"Biembenido  Brito",,0.0349,0.0685,0.0064,6.92658,0.8128,0.0398,0,0,1,4.987,1.1221,0.8137,0.76962,0.164444,0.9384,,0.0587,0.6066,5.4594,8.4456,0.646419,1.48,0.121636,0.188169,-0.06653299182653427,0.281235,2.0605,0.297514,0.681208,0.404005,,7.08236,-0.0307383,-0.0476438,999,,,,"sa3019257"
"Elian Serrata","MIA",0.0367,0.0612,0,6.88275,1,0,0,0,1,4.993,1.1316,0.8098,0.76475,0.158556,0.9423,,0.0582,0.5721,5.1489,8.4807,0.607131,1.427,0.11458,0.188724,-0.07414381206035614,0.283431,2.0739,0.298311,0.682588,0.419999,,7.085,-0.0307671,-0.0476438,999,,,,"sa3018871"
"Sandro Santana","ARI",0.0346,0.0736,0.0137,6.81147,0.6562,0.0732,0,0,1,4.995,1.1481,0.8022,0.75683,0.154778,0.9326,,0.0557,0.5295,4.7655,8.3934,0.567768,1.393,0.106006,0.186707,-0.08070071041584015,0.286545,2.0807,0.298975,0.685886,0.420006,,7.08449,-0.0307714,-0.0476533,999,,,,"sa3021030"
"Jose Gonzalez",,0.0366,0.0613,0,6.93297,1,0,0,0,1,4.965,1.1728,0.8157,0.77033,0.163444,0.8825,,0.0496,0.5003,4.5027,7.9425,0.566912,1.471,0.100765,0.177744,-0.07697885483503342,0.290808,2.0553,0.299587,0.678683,0.425009,,7.08696,-0.0307884,-0.0476438,999,,,,"sa3009473"
"Trent Harris","SFG",1.135,1.2164,0,4.0923,24,0,0,0.632,24,103.448,23.2782,11.8107,10.9128,2.84,8.9858,,0.9398,21.7459,8.15471,3.36967,2.42003,1.065,0.210211,0.086863,0.12334795296192169,0.248905,1.34433,0.296479,0.723038,0.434914,,4.13335,-0.0308261,-0.00330905,999,,,,"sa3022526"
"Johandry Milano",,0.0371,0.0608,0,6.76422,1,0,0,0,1,4.988,1.1421,0.7961,0.75158,0.156444,0.9306,,0.0502,0.5216,4.6944,8.3754,0.560499,1.408,0.104571,0.186568,-0.08199679106473923,0.285012,2.0727,0.296068,0.688685,0.407008,,7.09946,-0.0309246,-0.0476438,999,,,,"sa3019061"
"Jean Herrera",,0.0364,0.0614,0,6.98616,1,0,0,0,1,4.955,1.1594,0.8195,0.77624,0.173111,0.8728,,0.0502,0.5431,4.8879,7.8552,0.62225,1.558,0.109606,0.176145,-0.06653885543346405,0.28755,2.0322,0.297452,0.677545,0.394007,,7.09972,-0.0309275,-0.0476438,999,,,,"sa3015422"
"Gilberto Alcala",,0.0348,0.0693,0.0075,6.984,0.7939,0.0439,0,0,1,4.938,1.1632,0.8193,0.776,0.176667,0.8503,,0.0499,0.5314,4.7826,7.6527,0.624956,1.59,0.107614,0.172195,-0.06458079069852829,0.288078,2.0135,0.29628,0.676154,0.394003,,7.10095,-0.0309409,-0.0476438,999,,,,"sa3019045"
"Rolddy Munoz","ATL",2.5323,2.3666,0,4.17654,50,0,0,0.6124,50,217.675,48.4986,25.1663,23.203,5.67778,21.9467,,2.4099,45.9604,8.27287,3.95041,2.09418,1.022,0.211142,0.100823,0.11031906306743622,0.250874,1.40891,0.302236,0.724506,0.466368,,4.26568,-0.0309781,0.139933,999,,,,"sa3011575"
"Andrés Parra","BAL",0.0376,0.068,0.0114,6.62769,0.7419,0.0549,0,0,1,4.943,1.1409,0.7809,0.73641,0.158444,0.8853,,0.0483,0.5229,4.7061,7.9677,0.590647,1.426,0.105786,0.179102,-0.0733158066868782,0.284556,2.0262,0.295204,0.690155,0.407843,,6.98126,-0.0310543,-0.0510723,999,,,,"sa3018329"
"Luis Vasquez","DET",0.0319,0.0803,0.0165,7.05798,0.5185,0.1025,0,0,1,4.919,1.214,0.8292,0.78422,0.178222,0.7876,,0.0499,0.4416,3.9744,7.0884,0.560691,1.604,0.0897743,0.160114,-0.07033950090408325,0.29744,2.0016,0.299213,0.669144,0.418012,,7.11267,-0.0310686,-0.0476438,999,,,,"sa3021001"
"Jermayne Verdu","NYM",0.0325,0.0779,0.0144,7.05114,0.5795,0.0895,0,0,1,4.945,1.1709,0.8271,0.78346,0.177333,0.8505,,0.0513,0.5314,4.7826,7.6545,0.624809,1.596,0.107462,0.171992,-0.06452981382608414,0.289597,2.0214,0.297969,0.673553,0.399,,7.11441,-0.0310974,-0.0476533,999,,,,"sa3024269"
"Pedro Almanzar",,0.0364,0.0615,0,6.99111,1,0,0,0,1,4.973,1.1522,0.8205,0.77679,0.169778,0.9007,,0.0498,0.5544,4.9896,8.1063,0.615521,1.528,0.111482,0.181118,-0.0696360170841217,0.286439,2.0529,0.297855,0.678929,0.399005,,7.11629,-0.031108,-0.0476438,999,,,,"sa3015967"
