Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Jose Aguirre",,0.0366,0.0613,0,6.93765,1,0,0,0,1,4.993,1.1372,0.8155,0.77085,0.162111,0.9356,,0.0571,0.5672,5.1048,8.4204,0.606242,1.459,0.113599,0.187382,-0.07378328591585159,0.284279,2.0728,0.298102,0.681152,0.412991,,7.11762,-0.0311225,-0.0476438,999,,,,"sa3016057"
"Pedro Rodriguez","NYY",0.0371,0.0608,0,6.75936,1,0,0,0,1,5.033,1.1255,0.7967,0.75104,0.146889,0.9975,,0.0553,0.558,5.022,8.9775,0.559399,1.322,0.110868,0.198192,-0.08732366561889648,0.282775,2.123,0.298784,0.691734,0.423988,,7.11844,-0.0311314,-0.0476438,999,,,,"sa3015962"
"Lester Nin","MIA",0.0305,0.0768,0.01,7.18047,0.6825,0.0675,0,0,1,4.949,1.1893,0.8404,0.79783,0.181444,0.8305,,0.0501,0.5258,4.7322,7.4745,0.633113,1.633,0.106244,0.167812,-0.0615680068731308,0.292326,2.0198,0.299854,0.667921,0.38083,,7.11546,-0.0311352,-0.0447689,999,,,,"sa3019371"
"Jose Leandro",,0.0338,0.0758,0.015,6.87915,0.6075,0.0835,0,0,1,4.988,1.1566,0.8091,0.76435,0.160889,0.9123,,0.0546,0.5197,4.6773,8.2107,0.569659,1.448,0.10419,0.182899,-0.07870889455080032,0.287633,2.0689,0.298072,0.683316,0.409015,,7.11934,-0.0311412,-0.0476438,999,,,,"sa3019651"
"Sandi Charle",,0.0365,0.0614,0,6.94143,1,0,0,0,1,5.003,1.144,0.8168,0.77127,0.158222,0.9517,,0.0499,0.5541,4.9869,8.5653,0.582221,1.424,0.110754,0.190226,-0.07947231829166412,0.2859,2.0957,0.299713,0.682375,0.425007,,7.11997,-0.0311481,-0.0476438,999,,,,"sa3015330"
"Dioni Baez","KCR",0.0363,0.0615,0,7.20117,1,0,0,0,1,5.038,1.1704,0.8451,0.80013,0.154667,0.9638,,0.0531,0.5282,4.7538,8.6742,0.548039,1.392,0.104843,0.191306,-0.08646288514137268,0.291065,2.1342,0.304273,0.672223,0.411672,,7.17145,-0.0311637,-0.0439345,999,,,,"sa3018309"
"Frainer Mejias","SFG",0.0349,0.0681,0.0061,7.00299,0.8285,0.0365,0,0,1,4.984,1.1467,0.8223,0.77811,0.167556,0.9155,,0.0548,0.5658,5.0922,8.2395,0.618023,1.508,0.113523,0.183688,-0.0701645165681839,0.285696,2.0622,0.298488,0.678422,0.406001,,7.124,-0.031192,-0.0476438,999,,,,"sa3021535"
"Deyer Zapata","ARI",0.037,0.0609,0,6.79248,1,0,0,0,1,5.015,1.1206,0.799,0.75472,0.155,0.9785,,0.0513,0.5732,5.1588,8.8065,0.585795,1.395,0.114297,0.195115,-0.08081755042076111,0.28119,2.0991,0.296469,0.690771,0.400994,,7.12448,-0.0311972,-0.0476438,999,,,,"sa3016063"
"Yokelvin Reyes","LAA",0.037,0.0608,0,6.77466,1,0,0,0,1,5.015,1.1367,0.7981,0.75274,0.150778,0.9653,,0.0558,0.5325,4.7925,8.6877,0.551642,1.357,0.106181,0.192483,-0.08630109578371048,0.284609,2.102,0.297806,0.689562,0.418993,,7.12489,-0.0312017,-0.0476438,999,,,,"sa3016067"
"Keywill Cedeno","COL",0.0365,0.0613,0,6.95718,1,0,0,0,1,4.948,1.1537,0.8162,0.77302,0.174444,0.8684,,0.0512,0.5338,4.8042,7.8156,0.614694,1.57,0.107882,0.175505,-0.06762327253818512,0.286392,2.0221,0.294943,0.678281,0.392001,,7.12546,-0.0312078,-0.0476438,999,,,,"sa3021763"
"Luis Nunez",,0.0364,0.0615,0,6.9858,1,0,0,0,1,4.995,1.1525,0.8211,0.7762,0.162444,0.932,,0.05,0.5487,4.9383,8.388,0.588734,1.462,0.10985,0.186587,-0.07673674076795578,0.287192,2.0845,0.299848,0.680316,0.417002,,7.12686,-0.0312231,-0.0476438,999,,,,"sa3009715"
"David  Landeta","HOU",0.0352,0.0719,0.0105,7.02081,0.6916,0.0656,0,0,1,4.94,1.1738,0.8255,0.78009,0.170778,0.8579,,0.0531,0.5201,4.6809,7.7211,0.606248,1.537,0.105283,0.173664,-0.06838057190179825,0.291338,2.0317,0.300475,0.672873,0.428005,,7.07939,-0.0312402,-0.0496851,999,,,,"sa3019523"
"Luis Garcia",,0.0364,0.0614,0,6.98004,1,0,0,0,1,4.968,1.1628,0.8199,0.77556,0.168333,0.8886,,0.0506,0.5219,4.6971,7.9974,0.587328,1.515,0.105052,0.178865,-0.07381239533424377,0.288622,2.0514,0.297872,0.678238,0.409001,,7.12861,-0.0312422,-0.0476438,999,,,,"sa3015468"
"Cristian Galindo","CIN",0.0356,0.0623,0,7.44156,1,0,0,0,1,5.099,1.1694,0.8714,0.82684,0.183667,1.0143,,0.0593,0.5802,5.2218,9.1287,0.57202,1.653,0.113787,0.198921,-0.08513433486223221,0.290505,2.1837,0.30223,0.68116,0.40441,,7.61455,-0.0312641,-0.0411574,999,,,,"sa3017986"
"Junior Sanchez","ARI",0.0364,0.0615,0,6.97797,1,0,0,0,1,5.003,1.1509,0.8206,0.77533,0.160333,0.9397,,0.053,0.5473,4.9257,8.4573,0.58242,1.443,0.109394,0.187827,-0.07843295484781265,0.286986,2.0906,0.299929,0.680552,0.422001,,7.13431,-0.0313043,-0.0476438,999,,,,"sa3022009"
"Eliezer Pena","COL",0.0315,0.0812,0.0162,7.07724,0.5053,0.1053,0,0,1,4.93,1.1996,0.8308,0.78636,0.179222,0.8073,,0.0525,0.4707,4.2363,7.2657,0.583055,1.613,0.0954767,0.163753,-0.06827586144208908,0.294728,2.0069,0.298332,0.669765,0.410007,,7.13437,-0.0313049,-0.0476438,999,,,,"sa3022119"
"Reilin Ramirez","WSN",0.0349,0.063,0,6.99381,1,0,0,0,1,5.003,1.1537,0.8233,0.77709,0.157556,0.9564,,0.0521,0.4973,4.4757,8.6076,0.519971,1.418,0.0994004,0.191165,-0.09176493436098099,0.288822,2.1101,0.298279,0.681019,0.435003,,7.2456,-0.0313316,-0.0468715,999,,,,"sa3022115"
"Anthony Bello",,0.0364,0.0615,0,6.99075,1,0,0,0,1,4.973,1.1602,0.821,0.77675,0.168667,0.8926,,0.0527,0.5282,4.7538,8.0334,0.591754,1.518,0.106214,0.179489,-0.07327569276094437,0.288055,2.0528,0.297683,0.678055,0.407008,,7.13865,-0.0313515,-0.0476438,999,,,,"sa3019565"
"Keninson Diaz","NYY",0.0366,0.0613,0,6.93234,1,0,0,0,1,5.015,1.1242,0.8154,0.77026,0.157556,0.978,,0.0545,0.5862,5.2758,8.802,0.599387,1.418,0.116889,0.195015,-0.07812561839818954,0.282285,2.1022,0.298463,0.683878,0.418998,,7.1398,-0.031364,-0.0476438,999,,,,"sa3019143"
"Franderly Morel","LAD",0.037,0.0608,0,6.78051,1,0,0,0,1,5.028,1.1184,0.7983,0.75339,0.151111,0.9993,,0.0506,0.5692,5.1228,8.9937,0.569599,1.36,0.113206,0.198747,-0.08554098010063171,0.281139,2.1177,0.296916,0.692183,0.411004,,7.14222,-0.0313904,-0.0476438,999,,,,"sa3020980"
"Kristian Cardozo",,0.0365,0.0614,0,6.97428,1,0,0,0,1,4.973,1.149,0.8188,0.77492,0.169556,0.9028,,0.0512,0.5436,4.8924,8.1252,0.602127,1.526,0.10931,0.18154,-0.07223004847764969,0.285892,2.0518,0.296277,0.679555,0.400993,,7.1455,-0.0314261,-0.0476438,999,,,,"sa3014706"
"Frenny Grant","DET",0.0357,0.0675,0.0072,6.81813,0.8211,0.0381,0,0,1,5.023,1.1279,0.8027,0.75757,0.153,0.9822,,0.0534,0.5582,5.0238,8.8398,0.568316,1.377,0.111129,0.195541,-0.08441171795129776,0.282866,2.1101,0.29757,0.689593,0.414006,,7.14588,-0.0314302,-0.0476438,999,,,,"sa3021572"
"Jesus A. Rodriguez",,0.037,0.0609,0,6.78834,1,0,0,0,1,5.035,1.1129,0.7991,0.75426,0.150444,1.0103,,0.0531,0.5832,5.2488,9.0927,0.577254,1.354,0.115829,0.200655,-0.08482623845338821,0.280215,2.1232,0.297242,0.692312,0.409991,,7.14606,-0.0314321,-0.0476438,999,,,,"sa3016281"
"Miguel Cordero","MIN",0.0333,0.0722,0.0081,7.14114,0.7419,0.0549,0,0,1,4.986,1.1814,0.8376,0.79346,0.169778,0.8826,,0.0513,0.5284,4.7556,7.9434,0.598686,1.528,0.105977,0.177016,-0.07103890925645828,0.291553,2.064,0.301624,0.671518,0.405972,,7.11849,-0.0314327,-0.0491901,999,,,,"sa3022005"
"Carlos Sarmiento",,0.037,0.0609,0,6.79869,1,0,0,0,1,5.028,1.1364,0.8011,0.75541,0.149556,0.987,,0.0493,0.5342,4.8078,8.883,0.541236,1.346,0.106245,0.196301,-0.0900556817650795,0.284691,2.1234,0.298326,0.690849,0.421995,,7.1512,-0.0314881,-0.0476438,999,,,,"sa3016593"
"Fabian Ysalla","CHW",0.0317,0.0798,0.0153,7.09515,0.5415,0.0975,0,0,1,4.953,1.2115,0.8343,0.78835,0.171333,0.8308,,0.0517,0.4445,4.0005,7.4772,0.535026,1.542,0.0897436,0.167737,-0.07799313217401505,0.297629,2.0423,0.30109,0.670205,0.431006,,7.15231,-0.0315002,-0.0476438,999,,,,"sa3021020"
"Roiber Talavera","SEA",0.0334,0.0774,0.0197,6.52707,0.5663,0.0923,0,0,1,4.867,1.1235,0.7688,0.72523,0.171556,0.8029,,0.0524,0.5646,5.0814,7.2261,0.703201,1.544,0.116006,0.164968,-0.04896239936351776,0.280056,1.9264,0.290622,0.686505,0.404048,,6.8334,-0.0315076,-0.0553557,999,,,,"sa3016799"
"Edwin Cervantes","CIN",0.0326,0.0718,0.0048,7.51473,0.7831,0.0461,0,0,1,5.069,1.1903,0.8791,0.83497,0.194,0.9656,,0.0513,0.5466,4.9194,8.6904,0.566073,1.746,0.107832,0.190491,-0.08265931159257889,0.293749,2.1559,0.300861,0.677599,0.396064,,7.64598,-0.0315861,-0.0411574,999,,,,"sa3020965"
"Alexander Agramonte","SDP",0.0321,0.0784,0.0135,7.10298,0.5819,0.0889,0,0,1,4.928,1.2171,0.8339,0.78922,0.180111,0.7867,,0.0544,0.4353,3.9177,7.0803,0.553324,1.621,0.088332,0.159639,-0.07130682468414307,0.297805,2.0038,0.298716,0.667887,0.413997,,7.16062,-0.0316005,-0.0476533,999,,,,"sa3021034"
"Luis Jerez",,0.0337,0.073,0.0102,7.05933,0.7056,0.0626,0,0,1,4.948,1.1739,0.8279,0.78437,0.178444,0.8474,,0.0527,0.5122,4.6098,7.6266,0.604437,1.606,0.103517,0.171261,-0.06774454563856125,0.290002,2.0213,0.296509,0.673675,0.397003,,7.16216,-0.0316074,-0.0476438,999,,,,"sa3021495"
"Luis Vega",,0.034,0.0711,0.0081,7.06455,0.7576,0.0516,0,0,1,4.943,1.165,0.8276,0.78495,0.182444,0.8467,,0.0514,0.5328,4.7952,7.6203,0.629267,1.642,0.107789,0.171293,-0.06350395083427429,0.288017,2.0117,0.295092,0.67421,0.382003,,7.16696,-0.0316596,-0.0476438,999,,,,"sa3009830"
"Eric Cerantola","KCR",1.3325,1.4108,0,4.38684,28,0,0,0.631,28,123.73,26.3953,14.7118,13.648,3.15778,14.708,,1.5659,26.6989,8.58179,4.72757,1.81526,1.015,0.215784,0.118872,0.09691181778907776,0.245638,1.46798,0.299455,0.719459,0.428229,,4.46916,-0.031669,0.0156966,999,,,,"sa3017914"
"Javier Fuenmayor",,0.0362,0.0616,0,7.0299,1,0,0,0,1,4.998,1.175,0.8269,0.7811,0.161556,0.9149,,0.0526,0.5,4.5,8.2341,0.546508,1.454,0.10004,0.183053,-0.08301319926977158,0.291527,2.0899,0.30082,0.677676,0.428998,,7.1692,-0.0316841,-0.0476438,999,,,,"sa3015965"
"Ramon Cuevas",,0.0341,0.0706,0.008,7.07571,0.7708,0.0488,0,0,1,4.972,1.1926,0.8317,0.78619,0.169,0.8653,,0.0535,0.4747,4.2723,7.7877,0.548596,1.521,0.0954747,0.174035,-0.07855994254350662,0.294237,2.0579,0.30022,0.673255,0.424013,,7.17048,-0.031698,-0.0476438,999,,,,"sa3019372"
"Jemir Leal","KCR",0.0333,0.0741,0.011,7.09686,0.6825,0.0675,0,0,1,4.961,1.1948,0.8334,0.78854,0.173667,0.8507,,0.0497,0.4772,4.2948,7.6563,0.56095,1.563,0.0961903,0.171478,-0.07528723776340485,0.294242,2.0455,0.299476,0.672505,0.415999,,7.17095,-0.031703,-0.0476438,999,,,,"sa3016202"
"Enger Sanchez",,0.0363,0.0616,0,7.04286,1,0,0,0,1,4.963,1.1577,0.8254,0.78254,0.176778,0.8747,,0.0546,0.5396,4.8564,7.8723,0.616897,1.591,0.108725,0.176244,-0.0675196424126625,0.287007,2.0324,0.295697,0.676224,0.385992,,7.17329,-0.0317286,-0.0476438,999,,,,"sa3019387"
"Abdiel Medina",,0.0362,0.0616,0,7.04637,1,0,0,0,1,4.96,1.1835,0.8271,0.78293,0.173556,0.8509,,0.0568,0.4838,4.3542,7.6581,0.568574,1.562,0.0975403,0.171552,-0.07401210069656372,0.292056,2.0344,0.297485,0.673934,0.406005,,7.1782,-0.031782,-0.0476438,999,,,,"sa3009206"
"Michael Saturria","TBR",0.0361,0.0618,0,6.74136,1,0,0,0,1,4.963,1.1001,0.7928,0.74904,0.159556,0.9389,,0.0522,0.629,5.661,8.4501,0.669933,1.436,0.126738,0.18918,-0.062442079186439514,0.276971,2.039,0.295458,0.686376,0.402157,,6.956,-0.0317971,-0.0525029,999,,,,"sa3018311"
"Yoerys Hernandez",,0.0368,0.0611,0,6.86943,1,0,0,0,1,5.015,1.1495,0.808,0.76327,0.156778,0.9521,,0.0506,0.5151,4.6359,8.5689,0.541015,1.411,0.102712,0.18985,-0.0871385782957077,0.286494,2.1016,0.297185,0.687313,0.408005,,7.18249,-0.0318287,-0.0476438,999,,,,"sa3018881"
"Luis Espinoza","MIA",0.0335,0.0732,0.0099,7.09461,0.7056,0.0626,0,0,1,4.976,1.1562,0.8318,0.78829,0.175556,0.8994,,0.049,0.5546,4.9914,8.0946,0.616633,1.58,0.111455,0.180748,-0.06929261237382889,0.287069,2.0556,0.297395,0.676199,0.394009,,7.1847,-0.0318527,-0.0476438,999,,,,"sa3021043"
"Kyle Backhus","ARI",1.0851,1.0704,0,4.20175,22,0,0,0.6117,22,96.407,21.8707,11.1477,10.2709,2.33444,9.8142,,1.1497,19.0485,7.79257,4.0149,1.94091,0.955,0.197584,0.1018,0.09578454494476318,0.255968,1.44022,0.304967,0.722716,0.464651,,4.30932,-0.0318567,0.0733333,999,,,,"sa3017068"
"Jose Linares",,0.0363,0.0616,0,7.02927,1,0,0,0,1,4.998,1.1448,0.8252,0.78103,0.167556,0.9365,,0.0497,0.5569,5.0121,8.4285,0.594661,1.508,0.111425,0.187375,-0.07595037668943405,0.285358,2.0813,0.297275,0.680178,0.403009,,7.1895,-0.0319049,-0.0476438,999,,,,"sa3019616"
"Mado Villegas","MIA",0.0361,0.0617,0,7.0776,1,0,0,0,1,4.98,1.1729,0.8305,0.7864,0.171667,0.8867,,0.0532,0.513,4.617,7.9803,0.57855,1.545,0.103012,0.178052,-0.07504015415906906,0.290315,2.0596,0.298392,0.675602,0.403994,,7.19185,-0.0319304,-0.0476438,999,,,,"sa3018343"
"Osiris Santana",,0.0362,0.0617,0,7.06338,1,0,0,0,1,5.003,1.1697,0.8301,0.78482,0.164333,0.9227,,0.0508,0.5156,4.6404,8.3043,0.558795,1.479,0.103058,0.184429,-0.08137117326259613,0.290284,2.0924,0.300148,0.677806,0.419991,,7.19211,-0.0319333,-0.0476438,999,,,,"sa3009738"
"Jhonny Gomez",,0.0328,0.0756,0.012,7.11522,0.6471,0.0751,0,0,1,4.959,1.2033,0.8358,0.79058,0.174222,0.837,,0.0546,0.4565,4.1085,7.533,0.5454,1.568,0.0920548,0.168784,-0.0767291784286499,0.29584,2.0403,0.29944,0.670512,0.420006,,7.19317,-0.0319448,-0.0476438,999,,,,"sa3016268"
"Jayson Schroeder",,0.0363,0.0616,0,7.01802,1,0,0,0,1,5.028,1.1335,0.8248,0.77978,0.159889,0.9766,,0.0582,0.5776,5.1984,8.7894,0.59144,1.439,0.114877,0.194232,-0.07935560494661331,0.283858,2.1101,0.299047,0.681403,0.415996,,7.19424,-0.0319564,-0.0476438,999,,,,"sa3008356"
"Cristhofer Gonzalez",,0.0363,0.0616,0,7.01001,1,0,0,0,1,5.02,1.1368,0.824,0.77889,0.160444,0.9745,,0.0507,0.5667,5.1003,8.7705,0.581529,1.444,0.112888,0.194124,-0.08123506605625153,0.28457,2.1113,0.298794,0.68231,0.416989,,7.19446,-0.0319588,-0.0476438,999,,,,"sa3019156"
"Gustavo Rivas",,0.0362,0.0617,0,7.05249,1,0,0,0,1,5.01,1.1532,0.8284,0.78361,0.164444,0.9411,,0.0536,0.5462,4.9158,8.4699,0.580385,1.48,0.109022,0.187844,-0.07882235944271088,0.287201,2.0943,0.299201,0.679103,0.41301,,7.19596,-0.0319752,-0.0476438,999,,,,"sa3016503"
"Donal Montas","DET",0.0363,0.0616,0,7.0362,1,0,0,0,1,4.963,1.1747,0.8259,0.7818,0.173556,0.8654,,0.0538,0.4894,4.4046,7.7886,0.565519,1.562,0.0986097,0.17437,-0.07576063275337219,0.290494,2.0401,0.296123,0.675636,0.404008,,7.2015,-0.0320355,-0.0476438,999,,,,"sa3019394"
"David Morillo",,0.0363,0.0616,0,7.03953,1,0,0,0,1,4.998,1.1473,0.8262,0.78217,0.168556,0.9217,,0.0603,0.5508,4.9572,8.2953,0.597591,1.517,0.110204,0.184414,-0.07420967519283295,0.285682,2.069,0.296891,0.678006,0.401998,,7.2021,-0.032042,-0.0476438,999,,,,"sa3009610"
"Luinder Avila","KCR",1.0312,1.1242,0,4.50196,22,0,0,0.631,22,96.788,22.9713,11.9076,11.0048,2.46889,9.1779,,1.2091,16.9858,6.94874,3.7546,1.85073,1.01,0.175495,0.0948248,0.08067011833190918,0.265868,1.46133,0.306252,0.70546,0.473148,,4.49761,-0.0320476,-0.00895769,999,,,,"sa3006507"
"Jesus Clode","PIT",0.0362,0.0617,0,7.06824,1,0,0,0,1,4.988,1.1604,0.8293,0.78536,0.171,0.9057,,0.0536,0.5318,4.7862,8.1513,0.58717,1.539,0.106616,0.181576,-0.07495991885662079,0.288033,2.0661,0.297483,0.677068,0.400993,,7.20378,-0.0320602,-0.0476438,999,,,,"sa3015491"
"Rafael Mendez",,0.0362,0.0616,0,7.03656,1,0,0,0,1,5.018,1.1468,0.8269,0.78184,0.162,0.9599,,0.0514,0.5512,4.9608,8.6391,0.574226,1.458,0.109845,0.191291,-0.08144679665565491,0.286221,2.1067,0.299013,0.680781,0.416996,,7.20398,-0.0320624,-0.0476438,999,,,,"sa3015435"
"Isaac Rudecindo",,0.0361,0.0617,0,7.0866,1,0,0,0,1,5,1.1491,0.831,0.7874,0.171111,0.9282,,0.0521,0.5636,5.0724,8.3538,0.607197,1.54,0.11272,0.18564,-0.07292000949382782,0.285867,2.0773,0.297715,0.678168,0.394002,,7.20462,-0.0320694,-0.0476438,999,,,,"sa3011377"
"Emilio Castillo",,0.0367,0.0612,0,6.8913,1,0,0,0,1,5.038,1.1231,0.8098,0.7657,0.157,0.9977,,0.0509,0.5742,5.1678,8.9793,0.575524,1.413,0.113974,0.198035,-0.0840611383318901,0.281521,2.1208,0.296513,0.689637,0.396004,,7.20488,-0.0320722,-0.0476438,999,,,,"sa3016812"
"Pitterson Rosa","PIT",0.0348,0.0631,0,7.15788,1,0,0,0,1,5.063,1.1425,0.8402,0.79532,0.154333,1.0137,,0.0525,0.5676,5.1084,9.1233,0.559929,1.389,0.112107,0.200217,-0.0881098210811615,0.285854,2.1562,0.301743,0.678304,0.409564,,7.23621,-0.0321007,-0.0445542,999,,,,"sa3018839"
"Wuilliams Rodriguez","SEA",0.0364,0.0615,0,6.48225,1,0,0,0,1,4.909,1.1001,0.7643,0.72025,0.162556,0.8771,,0.0493,0.5848,5.2632,7.8939,0.666743,1.463,0.119128,0.178672,-0.059543684124946594,0.276227,1.9772,0.289791,0.693235,0.408605,,6.8893,-0.0321477,-0.0553653,999,,,,"sa3019672"
"Simon Pacheco",,0.0362,0.0617,0,7.06995,1,0,0,0,1,5.005,1.1568,0.8301,0.78555,0.167,0.9271,,0.0567,0.5373,4.8357,8.3439,0.579549,1.503,0.107353,0.185235,-0.07788211107254028,0.287675,2.0839,0.298411,0.677693,0.409003,,7.21428,-0.0321744,-0.0476438,999,,,,"sa3016222"
"Kevin Garcia",,0.0367,0.0612,0,6.88833,1,0,0,0,1,5.043,1.1378,0.8106,0.76537,0.152444,0.9927,,0.0552,0.5387,4.8483,8.9343,0.542661,1.372,0.106821,0.196847,-0.09002576768398285,0.284799,2.1305,0.298235,0.688496,0.414005,,7.21456,-0.0321774,-0.0476438,999,,,,"sa3006516"
"Ankeily Feliz",,0.034,0.0708,0.0076,7.09047,0.7708,0.0488,0,0,1,4.978,1.18,0.8328,0.78783,0.171444,0.8826,,0.051,0.4905,4.4145,7.9434,0.555744,1.543,0.0985335,0.1773,-0.07876656204462051,0.291761,2.0626,0.298173,0.674759,0.41501,,7.21506,-0.0321829,-0.0476438,999,,,,"sa3018803"
"Wanmer Ramirez","DET",0.0362,0.0617,0,7.06572,1,0,0,0,1,4.973,1.1593,0.8283,0.78508,0.176111,0.8823,,0.0571,0.5273,4.7457,7.9407,0.597643,1.585,0.106033,0.177418,-0.07138548046350479,0.287411,2.0416,0.295235,0.675916,0.389989,,7.21952,-0.0322314,-0.0476438,999,,,,"sa3018904"
"Jose Rojas",,0.0361,0.0618,0,7.09785,1,0,0,0,1,4.95,1.1909,0.8321,0.78865,0.179778,0.8347,,0.0516,0.4712,4.2408,7.5123,0.564514,1.618,0.0951919,0.168626,-0.07343434542417526,0.293058,2.0256,0.29628,0.672807,0.395002,,7.22009,-0.0322376,-0.0476438,999,,,,"sa3015486"
"Luis Ramirez","MIA",0.0342,0.0637,0,7.17669,1,0,0,0,1,5.043,1.1749,0.8432,0.79741,0.157556,0.9561,,0.0589,0.5209,4.6881,8.6049,0.544818,1.418,0.103292,0.18959,-0.08629782497882843,0.291683,2.131,0.303726,0.674092,0.426618,,7.2179,-0.0322597,-0.0447784,999,,,,"sa3018353"
"Darlin Noboa",,0.0361,0.0618,0,7.09623,1,0,0,0,1,5.01,1.1565,0.8329,0.78847,0.167333,0.9387,,0.0511,0.5431,4.8879,8.4483,0.578566,1.506,0.108403,0.187365,-0.07896207273006439,0.287672,2.0952,0.298863,0.678316,0.406995,,7.22501,-0.0322911,-0.0476438,999,,,,"sa3006821"
"Jose Felipe Torres",,0.033,0.0743,0.0105,7.15086,0.6825,0.0675,0,0,1,4.947,1.1856,0.8375,0.79454,0.184889,0.8349,,0.0487,0.4973,4.4757,7.5141,0.59564,1.664,0.100526,0.168769,-0.06824338436126709,0.291775,2.0205,0.295962,0.671527,0.387007,,7.22624,-0.0323044,-0.0476438,999,,,,"sa3018849"
"Leonardo Rossel","DET",0.0331,0.0743,0.0107,7.12287,0.6825,0.0675,0,0,1,4.988,1.1817,0.8368,0.79143,0.17,0.8913,,0.0542,0.4926,4.4334,8.0217,0.552676,1.53,0.098757,0.178689,-0.07993184030056,0.292319,2.073,0.299328,0.673679,0.420016,,7.22778,-0.0323212,-0.0476438,999,,,,"sa3022317"
"Juan Duran","BAL",0.0362,0.0617,0,7.038,1,0,0,0,1,5.038,1.1412,0.8278,0.782,0.157111,0.9904,,0.0536,0.5552,4.9968,8.9136,0.560582,1.414,0.110202,0.196586,-0.08638349920511246,0.285729,2.1316,0.299873,0.682031,0.427,,7.23052,-0.032351,-0.0476438,999,,,,"sa3022262"
"Jacob Barnes",,2.2628,2.4399,0,4.36345,48,0,0,0,48,207.343,48.516,25.0222,23.2717,6.608,16.697,,1.7655,41.0501,7.69689,3.13069,2.45853,1.239,0.197982,0.0805284,0.1174531951546669,0.256861,1.3586,0.296752,0.718183,0.414,,4.39963,-0.0323547,-0.00505759,999,,,,"12323"
"Brandison Polanco","PIT",0.0361,0.0618,0,7.10379,1,0,0,0,1,4.98,1.1623,0.8325,0.78931,0.176444,0.8929,,0.0512,0.5308,4.7772,8.0361,0.594467,1.588,0.106586,0.179297,-0.07271083444356918,0.28799,2.0552,0.296172,0.676206,0.388997,,7.23096,-0.0323557,-0.0476438,999,,,,"sa3019279"
"Diego Chiquillo",,0.0369,0.061,0,6.8328,1,0,0,0,1,5.058,1.1029,0.8041,0.7592,0.150333,1.0457,,0.0517,0.5908,5.3172,9.4113,0.56498,1.353,0.116805,0.206742,-0.08993672579526901,0.278468,2.1486,0.295877,0.693709,0.407999,,7.23141,-0.0323607,-0.0476438,999,,,,"sa3016582"
"Roberto Medina","TBR",0.0328,0.078,0.0176,6.7149,0.5663,0.0923,0,0,1,4.97,1.1129,0.79,0.7461,0.159333,0.9322,,0.0522,0.5913,5.3217,8.3898,0.634306,1.434,0.118974,0.187565,-0.06859154999256134,0.27923,2.0451,0.294769,0.688846,0.398159,,7.00841,-0.0323834,-0.0525029,999,,,,"sa3021498"
"Carlos Meza",,0.0361,0.0618,0,7.08669,1,0,0,0,1,4.955,1.1915,0.8314,0.78741,0.177556,0.8421,,0.0513,0.4586,4.1274,7.5789,0.544591,1.598,0.092553,0.16995,-0.07739656418561935,0.293357,2.0336,0.296004,0.673493,0.40201,,7.2377,-0.0324291,-0.0476438,999,,,,"sa3019059"
"Moises Amezquita","KCR",0.0366,0.0612,0,6.89697,1,0,0,0,1,5.058,1.1395,0.8122,0.76633,0.149333,1.0117,,0.0541,0.532,4.788,9.1053,0.525848,1.344,0.10518,0.20002,-0.09483986347913742,0.285432,2.1512,0.299066,0.689448,0.422996,,7.24121,-0.0324672,-0.0476438,999,,,,"sa3022203"
"Donys Garcia",,0.0361,0.0617,0,7.08552,1,0,0,0,1,4.995,1.1434,0.8305,0.78728,0.174,0.9283,,0.0498,0.5604,5.0436,8.3547,0.603684,1.566,0.112192,0.185846,-0.07365365326404572,0.284647,2.0717,0.295324,0.678956,0.387,,7.24198,-0.0324755,-0.0476438,999,,,,"sa3015941"
"Carlos Gonzalez","KCR",0.0318,0.0784,0.0132,7.18182,0.5877,0.0877,0,0,1,4.968,1.2082,0.8433,0.79798,0.175889,0.8474,,0.0497,0.4503,4.0527,7.6266,0.53139,1.583,0.0906401,0.170572,-0.07993157207965851,0.296789,2.0556,0.29968,0.670018,0.419008,,7.24374,-0.0324946,-0.0476438,999,,,,"sa3022036"
"Luis Alcala",,0.0343,0.0695,0.0068,7.12836,0.8029,0.0419,0,0,1,4.971,1.1857,0.8363,0.79204,0.176444,0.863,,0.053,0.4827,4.3443,7.767,0.559328,1.588,0.0971032,0.173607,-0.0765037089586258,0.292404,2.0487,0.297202,0.672928,0.405011,,7.24286,-0.0324949,-0.0476533,999,,,,"sa3011880"
"Juan Oramas",,0.0361,0.0618,0,7.09218,1,0,0,0,1,5.015,1.1492,0.8324,0.78802,0.166889,0.9487,,0.0537,0.5493,4.9437,8.5383,0.579003,1.502,0.109531,0.189172,-0.07964108139276505,0.286398,2.0979,0.297994,0.678823,0.405997,,7.24464,-0.0325044,-0.0476438,999,,,,"sa3018853"
